epoch	valid_loss	valid_perplexity
Training epoch 40	3.84	46.69
Training epoch 40	3.83	45.90
Training epoch 40	3.75	42.31
Training epoch 40	3.79	44.47
Training epoch 40	3.86	47.52
Training epoch 40	3.87	47.87
Training epoch 40	3.85	47.19
Training epoch 40	3.87	47.95
Training epoch 40	3.76	42.90
Validation epoch 40	4.20	66.68
Test epoch 40	4.13	62.45
